key,where_it_appears,english,hebrew_draft,arabic_draft,hebrew_yours,arabic_yours
visit_briefed,Checkbox,Told the site rules and where the assembly point is,קיבל הסבר על כללי האתר ועל נקודת הכינוס,أُبلغ بقواعد الموقع ومكان نقطة التجمع,,
visit_sign_here,Heading over the visitor's optional signature,The visitor signs here (optional),המבקר חותם כאן (לא חובה),يوقّع الزائر هنا (اختياري),,
visit_record,Button that saves the sign-in,Sign in,רישום כניסה,تسجيل الدخول,,
visit_signed_in,Confirmation,Signed in. They are on the roll call until signed out.,נרשם. הוא ייכלל במסדר עד שתירשם יציאתו.,سُجّل. سيُدرج في التفقد حتى يُسجَّل خروجه.,,
visit_here,Section heading,On site now,באתר כעת,في الموقع الآن,,
visit_nobody_here,Empty state,No visitors signed in.,אין מבקרים רשומים באתר.,لا يوجد زوار مسجلون.,,
visit_seeing,Who they are visiting; %1$s a name,seeing %1$s,אצל %1$s,لدى %1$s,,
visit_since,When they arrived; %1$s a date and time,here since %1$s,באתר מאז %1$s,في الموقع منذ %1$s,,
visit_was_briefed,Row badge,briefed,קיבל הסבר,أُبلغ بالقواعد,,
visit_not_briefed,"Row badge, bold",not briefed,לא קיבל הסבר,لم يُبلَّغ بالقواعد,,
visit_forgotten,Warning on a visit open longer than a shift,"Signed in over 16 hours ago. If they have gone, sign them out, or the roll call will still be looking for them.","נרשם לפני יותר מ־16 שעות. אם עזב, יש לרשום יציאה, אחרת המסדר עדיין יחפש אותו.",سُجّل قبل أكثر من 16 ساعة. إن غادر فسجّل خروجه، وإلا سيظل التفقد يبحث عنه.,,
visit_sign_out,Button,Sign out,רישום יציאה,تسجيل الخروج,,
visit_history,Section heading,Earlier visits,ביקורים קודמים,زيارات سابقة,,
visit_refused_not_allowed,Refusal,Only somebody who writes the site's records can sign visitors in.,רק מי שרושם את רישומי האתר יכול לרשום מבקרים.,لا يسجّل الزوار إلا من يكتب سجلات الموقع.,,
visit_refused_name,Refusal,A visitor needs a name.,למבקר חייב להיות שם.,يجب أن يكون للزائر اسم.,,
visit_refused_left,Refusal,They have already been signed out.,יציאתו כבר נרשמה.,سُجّل خروجه من قبل.,,
muster_visitor_badge,Badge on a roll call row for a visitor,visitor,מבקר,زائر,,
muster_share_visitor,A visitor's name in the shared roll call text; %1$s the name,%1$s (visitor),%1$s (מבקר),%1$s (زائر),,
crew_no_ppe,Profile section placeholder: the register shows nothing held,Holding nothing on the equipment register.,אין ציוד רשום על שמו בפנקס הציוד.,لا يحمل شيئًا مسجلًا في سجل المعدات.,,
ppe_col_holder,Export column,Issued to,נמסר ל,سُلّم إلى,,
ppe_col_item,Export column,Item,פריט,القطعة,,
ppe_col_size,Export column,Size,מידה,المقاس,,
ppe_col_issued,Export column: date issued,Issued,נמסר בתאריך,تاريخ التسليم,,
ppe_col_state,Export column,State,מצב,الحالة,,
visit_col_arrived,Export column,Arrived,הגיע,وصل,,
visit_col_left,Export column,Left,יצא,غادر,,
visit_col_briefed,Export column: told the site rules,Briefed,קיבל הסבר,أُبلغ بالقواعد,,
visit_col_still_here,Export cell: not signed out,Still signed in,עדיין רשום באתר,ما زال مسجلًا,,
visit_col_yes,Export cell,Yes,כן,نعم,,
visit_col_no,Export cell,No,לא,لا,,
home_ppe_overdue,Home banner: protective equipment past its replace-by date (a count: one form per number),one: %d item of protective equipment is past its replacement date | other: %d items of protective equipment are past their replacement date,one: פריט ציוד מגן אחד עבר את מועד ההחלפה | two: שני פריטי ציוד מגן עברו את מועד ההחלפה | many: %d פריטי ציוד מגן עברו את מועד ההחלפה | other: %d פריטי ציוד מגן עברו את מועד ההחלפה,zero: لا توجد معدات وقاية تجاوزت موعد استبدالها | one: قطعة واحدة من معدات الوقاية تجاوزت موعد استبدالها | two: قطعتان من معدات الوقاية تجاوزتا موعد استبدالهما | few: %d قطع من معدات الوقاية تجاوزت موعد استبدالها | many: %d قطعة من معدات الوقاية تجاوزت موعد استبدالها | other: %d قطعة من معدات الوقاية تجاوزت موعد استبدالها,,
tbt_from_checklist,Label over checklist chips in the new-talk dialog; picking one fills the topic and talking points,Start from a checklist,התחלה מרשימת בדיקה,البدء من قائمة فحص,,
muster_visitors_on_site,Under the checked-in count before a roll call starts: visitors signed in who will be on the list too (a count: one form per number),one: and %d visitor signed in | other: and %d visitors signed in,one: ועוד מבקר אחד רשום באתר | two: ועוד שני מבקרים רשומים באתר | many: ועוד %d מבקרים רשומים באתר | other: ועוד %d מבקרים רשומים באתר,zero: ولا يوجد زوار مسجلون | one: وزائر واحد مسجل | two: وزائران مسجلان | few: و%d زوار مسجلين | many: و%d زائرًا مسجلًا | other: و%d زائر مسجل,,
whats_new_title,"Dialog after an update, and its Settings entry",What's new,מה חדש,ما الجديد,,
whats_new_hint,Settings entry hint,What each version of the app changed,מה השתנה בכל גרסה של האפליקציה,ما الذي تغيّر في كل نسخة من التطبيق,,
whats_new_version,Heading over one version's changes; %1$s is a version number,Version %1$s,גרסה %1$s,النسخة %1$s,,
summary_cubes_recorded,,"%1$s: %2$s-day cubes, mean %3$s MPa","%1$s: קוביות בגיל %2$s ימים, ממוצע %3$s מגה־פסקל",%1$s: مكعبات بعمر %2$s يومًا، المتوسط %3$s ميغاباسكال,,
cube_title,Section heading on a pour,Cube tests,בדיקות קוביות,اختبارات المكعبات,,
cube_add,Button and dialog title,Add a lab result,הוספת תוצאת מעבדה,إضافة نتيجة مختبر,,
cube_empty,Empty section,No results yet. Cubes are usually crushed at 7 and 28 days.,עדיין אין תוצאות. קוביות נבדקות בדרך כלל בגיל 7 ו־28 ימים.,لا نتائج بعد. تُكسر المكعبات عادة بعمر 7 و28 يومًا.,,
cube_age,Label over the age chips,Age,גיל,العمر,,
cube_other_age,Chip and field for an age other than 7 or 28,Other age (days),גיל אחר (ימים),عمر آخر (أيام),,
cube_lab,Field,Laboratory,מעבדה,المختبر,,
cube_report,Field,Report number,מספר דוח,رقم التقرير,,
cube_strength,Field; %1$s is the cube's number,Cube %1$s (MPa),קובייה %1$s (מגה־פסקל),المكعب %1$s (ميغاباسكال),,
cube_record,Dialog button,Record,רישום,تسجيل,,
cube_mean,"Result line; %1$s mean, %2$s lowest, both MPa","Mean %1$s MPa, lowest %2$s","ממוצע %1$s מגה־פסקל, הנמוך %2$s",المتوسط %1$s ميغاباسكال، الأدنى %2$s,,
cube_specified,Result line; %1$s the specified strength in MPa,specified %1$s,נדרש %1$s,المطلوب %1$s,,
cube_verdict_early,Verdict before 28 days,Early result: an indication only,תוצאה מוקדמת: להתרשמות בלבד,نتيجة مبكرة: للاسترشاد فقط,,
cube_verdict_no_spec,Verdict when the mix names no strength,The pour's mix does not say which strength was specified,בתערובת של היציקה לא מצוין החוזק הנדרש,لا تذكر خلطة الصبّة المقاومة المطلوبة,,
cube_verdict_mean_below,"Verdict, shown bold in red",Mean below the specified strength: the engineer has to see this,הממוצע נמוך מהחוזק הנדרש: המהנדס חייב לראות זאת,المتوسط أقل من المقاومة المطلوبة: يجب أن يطّلع المهندس على ذلك,,
cube_verdict_cube_below,"Verdict, shown bold in red",A cube below the specified strength: the engineer has to see this,קובייה מתחת לחוזק הנדרש: המהנדס חייב לראות זאת,مكعب أقل من المقاومة المطلوبة: يجب أن يطّلع المهندس على ذلك,,
cube_verdict_meets,Verdict,At or above the specified strength,בחוזק הנדרש או מעליו,بالمقاومة المطلوبة أو أعلى,,
cube_needs_engineer,Marker on the pour list,Cube result for the engineer,תוצאת קוביות לעיון המהנדס,نتيجة مكعبات لاطلاع المهندس,,
cube_disclaimer,Under the result form: the app does not decide conformity,"Whether a pour conforms is decided by the engineer under the standard, which may call for more tests. This only shows the results that need looking at.","האם היציקה עומדת בדרישות קובע המהנדס לפי התקן, שעשוי לדרוש בדיקות נוספות. כאן מוצגות רק התוצאות שדורשות עיון.",مدى مطابقة الصبّة يقرره المهندس وفق المواصفة، وقد تتطلب فحوصًا إضافية. هنا تُعرض فقط النتائج التي تحتاج إلى مراجعة.,,
cube_refused_not_allowed,Refusal,Only somebody who books concrete in can record its results.,רק מי שקולט בטון יכול לרשום את תוצאותיו.,لا يسجّل النتائج إلا من يستلم الخرسانة.,,
cube_refused_no_cubes,Refusal,Type at least one cube's strength.,יש להקליד חוזק של קובייה אחת לפחות.,اكتب مقاومة مكعب واحد على الأقل.,,
cube_refused_strength,Refusal,That cannot be a cube's strength: it has to be between 0 and 150 MPa.,זה לא יכול להיות חוזק של קובייה: הוא חייב להיות בין 0 ל־150 מגה־פסקל.,لا يمكن أن تكون هذه مقاومة مكعب: يجب أن تكون بين 0 و150 ميغاباسكال.,,
cube_refused_age,Refusal,The age has to be between 1 and 365 days.,הגיל חייב להיות בין 1 ל־365 ימים.,يجب أن يكون العمر بين 1 و365 يومًا.,,
cube_age_days,The age of a cube set in days (a count: one form per number),one: %d day | other: %d days,one: יום אחד | two: יומיים | many: %d ימים | other: %d ימים,zero: صفر أيام | one: يوم واحد | two: يومان | few: %d أيام | many: %d يومًا | other: %d يوم,,
